Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Read Count
34725860,"Too Sharp (Tara Sharp, #3)",Marianne Delacourt,"Delacourt, Marianne",,,,4,4.19,Twelfth Planet Press,Kindle Edition,277,2017,2012,24/08/2017,12/08/2017,ebook,ebook (#380),read,,1
30304560,"Sharp Shooter (Tara Sharp, #1)",Marianne Delacourt,"Delacourt, Marianne",,,,4,4,Deadlines,Kindle Edition,394,2016,2009,12/08/2017,16/07/2017,ebook,ebook (#378),read,,1
33542748,"Sharp Turn (Tara Sharp, #2)",Marianne Delacourt,"Delacourt, Marianne",,,,4,4.1,Twelfth Planet Press,Kindle Edition,241,2016,2010,16/08/2017,12/08/2017,ebook,ebook (#379),read,,1
18781910,Faery Worlds - Six Complete Novels,Tara Maya,"Maya, Tara","Elle Casey, J.L. Bryan, Anthea Sharp, Jenna Elizabeth Johnson, Alexia Purdy",,,3,3.77,Fiddlehead Press,Kindle Edition,1550,2013,2013,31/07/2017,26/12/2014,ebook,ebook (#101),read,,1
33228987,No Middle Name: The Complete Collected Jack Reacher Short Stories,Lee Child,"Child, Lee",,0593079027,9780593079027,0,3.94,Bantam Press,Paperback,400,2017,2017,,22/07/2017,"to-read, paperback","to-read (#523), paperback (#441)",to-read,,0
18161930,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,0755322819,9780755322817,0,4.11,headline,Paperback,722,2013,2001,,22/07/2017,"to-read, paperback","to-read (#522), paperback (#440)",to-read,,0
25648934,"The Changelings (War of the Fae, #1)",Elle Casey,"Casey, Elle",,,,3,4.08,Elle Casey,Kindle Edition,336,2015,2012,13/05/2017,13/05/2017,"borrowed, ebook","borrowed (#1), ebook (#362)",read,,1
12742903,"Fairy Metal Thunder (Songs of Magic, #1)",J.L. Bryan,"Bryan, J.L.",,,,4,3.36,JLBryanbooks.com,Kindle Edition,192,2011,2011,9/06/2017,16/07/2017,ebook,ebook (#366),read,,1
22843053,Fairy Luck (Songs of Magic #6),J.L. Bryan,"Bryan, J.L.",,,,0,4.29,JLBryanbooks.com,Kindle Edition,174,2014,2014,,16/07/2017,"to-read, ebook","to-read (#520), ebook (#377)",to-read,,0
18954846,"Fairyvision (Songs of Magic, #5)",J.L. Bryan,"Bryan, J.L.",,,,0,4.19,JLBryanbooks.com,Kindle Edition,242,2013,2013,,16/07/2017,"to-read, ebook","to-read (#519), ebook (#376)",to-read,,0
18954848,"Fairyland (Songs of Magic, #4)",J.L. Bryan,"Bryan, J.L.",,,,0,4.16,JLBryanbooks.com,Kindle Edition,222,2012,2012,,16/07/2017,"to-read, ebook","to-read (#518), ebook (#375)",to-read,,0
18954844,"Fairystruck (Songs of Magic, #3)",J.L. Bryan,"Bryan, J.L.",,,,0,4.14,JLBryanbooks.com,Kindle Edition,204,2012,2012,,16/07/2017,"to-read, ebook","to-read (#517), ebook (#374)",to-read,,0
35178875,10-Minute Mindfulness: 71 Habits for Living in the Present Moment,S.J. Scott,"Scott, S.J.",Barrie Davenport,,,0,3.76,Oldtown Publishing LLC,Kindle Edition,248,2017,2017,,16/07/2017,"to-read, ebook","to-read (#516), ebook (#373)",to-read,,0
6512869,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,"Tolle, Eckhart",,,,0,4.13,New World Library,Kindle Edition,258,2010,1997,,16/07/2017,"to-read, ebook","to-read (#515), ebook (#372)",to-read,,0
19184641,Give and Take: A Revolutionary Approach to Success,Adam M. Grant,"Grant, Adam M.",,,,0,4.09,Weidenfeld & Nicolson,Kindle Edition,321,2013,2013,,16/07/2017,"to-read, ebook","to-read (#514), ebook (#371)",to-read,,0
33021758,"Shattered Glass (Glass, #3.5)",Maria V. Snyder,"Snyder, Maria V.",,,,0,4.11,Maria V. Snyder,Kindle Edition,86,2016,2016,,16/07/2017,"to-read, ebook","to-read (#513), ebook (#369)",to-read,,0
25362142,Yellow Ribbon (Dev Haskell - Private Investigator Book 11),Mike Faricy,"Faricy, Mike",,,,0,3.72,Credit River Publishing,Kindle Edition,414,2015,2015,,16/07/2017,"to-read, ebook","to-read (#512), ebook (#368)",to-read,,0
18810874,"Fairy Blues (Songs of Magic, #2)",J.L. Bryan,"Bryan, J.L.",,,,0,3.97,JLBryanbooks.com,Kindle Edition,230,2012,2012,,16/07/2017,"to-read, ebook","to-read (#511), ebook (#367)",to-read,,0
17209543,The Otherworld Trilogy: Faelorehn / Dolmarehn / Luathara (The Otherworld Trilogy #1-3),Jenna Elizabeth Johnson,"Johnson, Jenna Elizabeth",,,,4,4.27,,Kindle Edition,768,2013,2013,16/07/2017,16/07/2017,ebook,ebook (#365),read,,1
15780961,"Dolmarehn (The Otherworld Series, #2)",Jenna Elizabeth Johnson,"Johnson, Jenna Elizabeth",,,,0,4.25,,Kindle Edition,325,2012,2012,12/07/2017,16/07/2017,ebook,ebook (#364),read,,1
13612018,"Faelorehn (The Otherworld Series, #1)",Jenna Elizabeth Johnson,"Johnson, Jenna Elizabeth",,,,4,3.69,Jenna Elizabeth Johnson,Kindle Edition,230,2012,2012,2/07/2017,16/07/2017,ebook,ebook (#363),read,,1
29467817,Jessica Jones: Avenger,Brian Michael Bendis,"Bendis, Brian Michael","Michael Gaydos, Marvel Comics",1302902156,9781302902155,4,3.47,Marvel,Paperback,184,2016,,10/04/2017,10/04/2017,"graphic-novels, paperback","graphic-novels (#74), paperback (#433)",read,,1
29246522,The Life-Changing Magic of Not Giving a F*ck: How to Stop Spending Time You Don't Have with People You Don't Like Doing Things You Don't Want to Do,Sarah Knight,"Knight, Sarah",,1784298476,9781784298470,5,3.45,Quercus,Paperback,208,2015,2015,28/05/2017,28/05/2017,paperback,paperback (#438),read,,1
23993619,The Genius of Charlie Brown,Charles M. Schulz,"Schulz, Charles M.",,,9781782115533,0,3.92,Canongate,Paperback,80,2014,2014,20/01/2015,30/12/2015,hardcover,hardcover (#20),read,,1
16002136,"Hawkeye, Volume 1: My Life as a Weapon",Matt Fraction,"Fraction, Matt","David Aja, Javier Pulido, Matt Hollingsworth, Annie Wu, Chris Eliopoulos, Alan Davis, Francesco Francavilla",0785165622,9780785165620,4,4.12,Marvel,Paperback,136,2013,2013,14/04/2017,14/04/2017,"graphic-novels, paperback","graphic-novels (#75), paperback (#434)",read,,1
23017989,Hawkeye vs. Deadpool,Gerry Duggan,"Duggan, Gerry","Matteo Lolli, James Harren",0785193103,9780785193104,4,4.18,Marvel,Paperback,120,2015,2015,10/04/2017,10/04/2017,"graphic-novels, paperback","graphic-novels (#73), paperback (#432)",read,,1
17277800,"Hawkeye, Volume 2: Little Hits",Matt Fraction,"Fraction, Matt","David Aja, Francesco Francavilla, Steve Lieber, Jesse Hamm, Annie Wu, Matt Hollingsworth, Chris Eliopoulos",0785165630,9780785165637,0,4.23,Marvel,Paperback,136,2013,2013,,14/04/2017,"to-read, graphic-novels, paperback","to-read (#508), graphic-novels (#76), paperback (#435)",to-read,,0
10409606,Dead Beat (The Dresden Files #7),Jim Butcher,"Butcher, Jim",,0356500330,9780356500331,4,4.43,Orbit,Paperback,464,2011,2005,13/04/2017,24/11/2016,paperback,paperback (#322),read,,1
10318435,"Blood Rites (The Dresden Files, #6)",Jim Butcher,"Butcher, Jim",,0356500322,9780356500324,4,4.33,Orbit,Paperback,384,2011,2004,31/03/2017,24/11/2016,paperback,paperback (#321),read,,1
32601083,Daas: Their Part in My Downfall: On the Road with the Doug Anthony All Stars,Paul Livingston,"Livingston, Paul",,1760290769,9781760290764,5,4.12,Allen & Unwin,Paperback,304,2016,,28/03/2017,28/03/2017,paperback,paperback (#431),read,"It's not often a book has me laughing out loud.<br/>This one did.<br/>Not for the comedy lines DAAS use on stage, but the turn of phrase Livo uses in his depictions of live behind the stage. The stage where I have seen DAAS in both incarnations. Some performances being mentioned specifically within this mighty tome.<br/>May the DAAS army roll on for years to come.<br/>If you want the truth of DAAS, there is nowhere to look. This may be as close as you come.<br/>Tick. Fucking. Tock.",1
23546902,Deadpool: Flashbacks,Brian Posehn,"Posehn, Brian",Gerry Duggan,0785197486,9780785197485,0,3.6,Marvel Comics,Paperback,176,2016,2015,,11/03/2017,"to-read, graphic-novels, paperback","to-read (#507), graphic-novels (#72), paperback (#430)",to-read,,0
17824768,S.H.I.E.L.D.: Nick Fury vs. S.H.I.E.L.D.,Bob Harras,"Harras, Bob",Paul Neary,0785185003,9780785185000,0,3.73,Marvel,Paperback,304,2013,1991,,11/03/2017,"to-read, graphic-novels, paperback","to-read (#506), graphic-novels (#71), paperback (#429)",to-read,,0
15798410,"Suicide Squad, Volume 2: Basilisk Rising",Adam Glass,"Glass, Adam","Dan Abnett, Andy Lanning, Fernando Dagnino, Federico Dallocchio, Jesus Saiz, Andres Guinaldo, Mark   Irwin, Christian Alamy, Cliff Richards",1401238440,9781401238445,0,3.7,DC Comics,Paperback,192,2013,2013,,11/03/2017,"to-read, graphic-novels, paperback","to-read (#505), graphic-novels (#70), paperback (#428)",to-read,,0
21555998,"Suicide Squad, Volume 5: Walled In",Matt Kindt,"Kindt, Matt","Sean Ryan, Jim Zub, Patrick Zircher, André Coelho, Roger Robinson, Rafa Sandoval, Jason Masters, Carlos Rodríguez, Jim Fern",1401250122,9781401250126,0,3.54,DC Comics,Paperback,208,2014,2014,,11/03/2017,"to-read, graphic-novels, paperback","to-read (#504), graphic-novels (#69), paperback (#427)",to-read,,0
18373336,"Suicide Squad, Volume 4: Discipline and Punish",Aleš Kot,"Kot, Aleš","Matt Kindt, Patrick Zircher, Rick Leonardi, Neil Googe, Sami Basri, Carmen Carnero",1401247016,9781401247010,0,3.84,DC Comics,Paperback,144,2014,2013,,11/03/2017,"to-read, graphic-novels, paperback","to-read (#503), graphic-novels (#68), paperback (#426)",to-read,,0
17671972,"Suicide Squad, Volume 3: Death is for Suckers",Adam Glass,"Glass, Adam","Henrik Jonsson, Sandu Florea, Cliff Richards, Fernando Dagnino",1401243169,9781401243166,0,3.89,DC Comics,Paperback,144,2013,2013,,11/03/2017,"to-read, graphic-novels, paperback","to-read (#502), graphic-novels (#67), paperback (#425)",to-read,,0
25066752,"Black Widow, Volume 3: Last Days",Nathan Edmondson,"Edmondson, Nathan","Phil Noto, Clayton Cowles",0785192530,9780785192534,5,4.05,Marvel Comics,Paperback,176,2015,2015,11/03/2017,3/06/2016,graphic-novels,graphic-novels (#56),read,,1
22812127,"Black Widow, Volume 2: The Tightly Tangled Web",Nathan Edmondson,"Edmondson, Nathan","Phil Noto, Mitch Gerads, Clayton Cowles",0785188207,9780785188209,4,4.12,Marvel,Paperback,160,2015,2015,8/03/2017,3/06/2016,graphic-novels,graphic-novels (#58),read,,1
19539419,"Black Widow, Volume 1: The Finely Woven Thread",Nathan Edmondson,"Edmondson, Nathan","Phil Noto, Clayton Cowles",0785188193,9780785188193,5,4.04,Marvel,Paperback,144,2014,2014,6/03/2017,3/06/2016,"graphic-novels, paperback","graphic-novels (#57), paperback (#424)",read,,1
28963359,"Black Widow, Volume 1: S.H.I.E.L.D.'s Most Wanted",Mark Waid,"Waid, Mark","Chris Samnee, Carolin Hidalgo, Matthew Wilson, Carolin Hildago, Joe Caramagna",0785199756,9780785199755,4,3.85,Marvel,Paperback,136,2016,2016,5/03/2017,5/03/2017,"graphic-novels, paperback","graphic-novels (#66), paperback (#423)",read,,1
17903940,The First Adventure (Feyland #0.5),Anthea Sharp,"Sharp, Anthea",,,,4,3.85,Anthea Sharp,Kindle Edition,66,2013,2013,17/02/2017,17/01/2017,ebook,ebook (#357),read,,1
18774652,Feyland (Feyland #1- #3),Anthea Sharp,"Sharp, Anthea",,,,4,3.99,"Amazon Digital Services, Inc",Kindle Edition,974,2013,2013,12/02/2017,12/03/2016,ebook,ebook (#267),read,,1
18467725,The Twilight Kingdom (Feyland #3),Anthea Sharp,"Sharp, Anthea",,,,4,4.17,Smashwords Edition,Kindle Edition,322,2012,2012,12/02/2017,17/01/2017,ebook,ebook (#358),read,,2
18911646,The Bright Court (Feyland #2),Anthea Sharp,"Sharp, Anthea",,,,3,4.03,,Kindle Edition,324,2012,2012,10/02/2017,17/01/2017,ebook,ebook (#359),read,,1
23627072,"Preternatural Affairs, Books 1-3: Witch Hunt, Silver Bullet, and Hotter Than Helltown",S.M. Reine,"Reine, S.M.",,,,0,4.11,Red Iris Books,Kindle Edition,568,2014,2014,,17/01/2017,"to-read, ebook","to-read (#501), ebook (#361)",to-read,,0
33829095,The Perfect English Grammar Workbook: Simple Rules and Quizzes to Master Today's English,Lisa McLendon,"McLendon, Lisa",,,,0,4.3,Zephyros Press,Kindle Edition,214,2017,,,17/01/2017,"to-read, ebook","to-read (#500), ebook (#360)",to-read,,0
29565936,Feyland: Books 4-6 (Feyland Series Collection Book 2),Anthea Sharp,"Sharp, Anthea",,,,0,4.12,Fiddlehead Press,Kindle Edition,634,2016,,,17/01/2017,"to-read, ebook","to-read (#499), ebook (#356)",to-read,,0
10328119,"Nearly Departed in Deadwood (Deadwood, #1)",Ann Charles,"Charles, Ann",,,,0,3.97,Ann Charles,Kindle Edition,376,2011,2011,,17/01/2017,"to-read, ebook","to-read (#498), ebook (#355)",to-read,,0
18934355,"The 22 Non-Negotiable Laws of Wellness: Feel, Think, and Live Better Than You Ever Thought Possible",Greg Anderson,"Anderson, Greg",,,,0,3.91,HarperOne,Kindle Edition,258,2012,1995,,17/01/2017,"to-read, ebook","to-read (#497), ebook (#354)",to-read,,0
18905561,Accidental Demon Slayer Boxed Set Vol I (Demon Slayer #1-3),Angie Fox,"Fox, Angie",,,,0,4.2,Angie Fox,Kindle Edition,789,2013,2013,,17/01/2017,"to-read, ebook","to-read (#496), ebook (#353)",to-read,,0
25132578,"Fire in Frost (Crystal Frost, #1)",Alicia Rades,"Rades, Alicia",,,,0,3.88,Crystallite Publishing,Kindle Edition,241,2015,2015,,17/01/2017,"to-read, ebook","to-read (#495), ebook (#352)",to-read,,0
29367042,Romancing the Null (The Outlier Prophecies #1),Tina Gower,"Gower, Tina",,,,0,3.72,Smashed Picket Press,Kindle Edition,220,2016,,,17/01/2017,"to-read, ebook","to-read (#494), ebook (#351)",to-read,,0
30120253,The Neverland Wars,Audrey Greathouse,"Greathouse, Audrey",,,,0,3.43,Clean Teen Publishing,Kindle Edition,305,2016,2016,,17/01/2017,"to-read, ebook","to-read (#493), ebook (#349)",to-read,,0
25757266,The Children of Darkness (Seekers #1),David Litwack,"Litwack, David",,,,0,3.9,Evolved Publishing,Kindle Edition,314,2015,2015,,17/01/2017,"to-read, ebook","to-read (#492), ebook (#348)",to-read,,0
23703741,The Spookshow,Tim McGregor,"McGregor, Tim",,,,0,3.61,,Kindle Edition,114,2014,2014,,17/01/2017,"to-read, ebook","to-read (#491), ebook (#346)",to-read,,0
23279680,"Ellie Jordan, Ghost Trapper (Ellie Jordan, Ghost Trapper, #1)",J.L. Bryan,"Bryan, J.L.",,,,0,4.07,J. L. Bryan,Kindle Edition,220,2014,2014,,17/01/2017,"to-read, ebook","to-read (#490), ebook (#345)",to-read,,0
30850180,The Watcher Chronicles Boxed Set: Books 1 - 4,S.J. West,"West, S.J.",,,,0,4.55,,Kindle Edition,476,2016,,,17/01/2017,"to-read, ebook","to-read (#489), ebook (#344)",to-read,,0
13203178,The Dark Realm (Feyland #1),Anthea Sharp,"Sharp, Anthea",,,,0,3.76,,Kindle Edition,159,2011,2011,12/01/2017,11/02/2015,ebook,ebook (#133),read,,1
6619930,"Dead and Gone (Sookie Stackhouse, #9)",Charlaine Harris,"Harris, Charlaine",,0441018513,9780441018512,0,4.02,Ace Books,Mass Market Paperback,289,2010,2009,,14/01/2017,paperback,paperback (#339),read,,1
2071683,"All Together Dead (Sookie Stackhouse, #7)",Charlaine Harris,"Harris, Charlaine",,0441015816,9780441015818,0,4.06,Ace Books,Mass Market Paperback,323,2008,2007,,14/01/2017,paperback,paperback (#340),read,,1
685386,"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,"Harris, Charlaine",,0441010512,9780441010516,0,4.03,Ace Books,Mass Market Paperback,292,2003,2003,,14/01/2017,paperback,paperback (#342),read,,1
685385,"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,"Harris, Charlaine",,0441009239,9780441009237,0,3.97,Ace Books,Mass Market Paperback,291,2002,2002,,14/01/2017,paperback,paperback (#343),read,,1
4602032,"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,"Harris, Charlaine",,0441016995,9780441016990,0,3.96,Ace Books,Mass Market Paperback,292,2008,2001,,14/01/2017,paperback,paperback (#344),read,,1
828409,"The Big Over Easy (Nursery Crime, #1)",Jasper Fforde,"Fforde, Jasper",,0340897104,9780340897102,0,3.93,Hodder Paperbacks,Paperback,398,2006,2005,,14/01/2017,"paperback, to-read","paperback (#381), to-read (#488)",to-read,,1
1316617,"Succubus on Top (Georgina Kincaid, #2)",Richelle Mead,"Mead, Richelle",,0758216424,9780758216427,0,4.07,Kensington Publishing Corporation,Paperback,314,2008,2008,,14/01/2017,paperback,paperback (#390),read,,1
6695785,"Fallen (Fallen, #1)",Lauren Kate,"Kate, Lauren",,0385618026,9780385618021,0,3.73,Doubleday,Paperback,452,2009,2009,,14/01/2017,paperback,paperback (#392),read,,1
587439,The One Thing You Need to Know,Marcus Buckingham,"Buckingham, Marcus",,1416502963,9781416502968,0,3.99,Pocket Books,Paperback,304,2006,2005,,14/01/2017,paperback,paperback (#422),read,,1
6791159,"Waking the Witch (Women of the Otherworld, #11)",Kelley Armstrong,"Armstrong, Kelley",,184149805X,9781841498058,0,4.16,Orbit,Hardcover,325,2010,2010,,14/01/2017,hardcover,hardcover (#29),read,,1
2762934,The Pocket Daring Book for Girls: Wisdom & Wonder,Andrea J. Buchanan,"Buchanan, Andrea J.",Miriam Peskowitz,0061649945,9780061649943,0,3.99,William Morrow,Hardcover,272,2008,2008,,14/01/2017,"to-read, hardcover","to-read (#487), hardcover (#30)",to-read,,0
2149462,"Freedom (Ashuak Chronicles, #3)",Tony Shillitoe,"Shillitoe, Tony",,0732271967,9780732271961,0,3.95,HarperCollins Voyager,paperback,640,2003,2003,,18/12/2015,"to-read, paperback","to-read (#283), paperback (#289)",to-read,,0
2401045,"The Amber Legacy (Dreaming In Amber, #1)",Tony Shillitoe,"Shillitoe, Tony",,0732281717,9780732281717,0,3.61,Voyager - AU,Paperback,557,2006,2006,,14/01/2017,"to-read, paperback","to-read (#485), paperback (#420)",to-read,,0
2401046,"A Solitary Journey (Dreaming in Amber, #2)",Tony Shillitoe,"Shillitoe, Tony",,0732281725,9780732281724,0,3.71,Voyager - AU,Paperback,608,2006,2006,,14/01/2017,"to-read, paperback","to-read (#486), paperback (#421)",to-read,,0
2149455,"Blood (The Ashuak Chronicles, #1)",Tony Shillitoe,"Shillitoe, Tony",,0732271932,9780732271930,0,3.92,HarperCollins Voyager,paperback,688,2002,2002,,18/12/2015,"to-read, paperback","to-read (#281), paperback (#287)",to-read,,0
1961363,"Passion (The Ashuak Chronicles, #2)",Tony Shillitoe,"Shillitoe, Tony",,0732271959,9780732271954,0,3.96,Voyager - AU,Paperback,624,2003,2003,,18/12/2015,"to-read, paperback","to-read (#282), paperback (#288)",to-read,,0
8389870,"Storm Glass (Glass, #1)",Maria V. Snyder,"Snyder, Maria V.",,1921685552,9781921685552,0,3.95,Harlequin Teen,Paperback,488,2009,2009,,14/01/2017,"to-read, paperback","to-read (#484), paperback (#419)",to-read,,0
8459899,"Sea Glass (Glass, #2)",Maria V. Snyder,"Snyder, Maria V.",,1921685573,9781921685576,0,4,Harlequin Teen,Paperback,379,2010,2009,,14/01/2017,"to-read, paperback","to-read (#482), paperback (#417)",to-read,,0
9069955,"Spy Glass (Glass, #3)",Maria V. Snyder,"Snyder, Maria V.",,192168559X,9781921685590,0,4,Harlequin Teen,Paperback,424,2010,2010,,14/01/2017,"to-read, paperback","to-read (#483), paperback (#418)",to-read,,0
3284487,"Cast in Secret (Chronicles of Elantra, #3)",Michelle Sagara,"Sagara, Michelle",Michelle Sagara West,0373802838,9780373802838,0,4.16,Luna,Mass Market Paperback,483,2008,2007,,14/01/2017,"to-read, paperback","to-read (#480), paperback (#415)",to-read,,0
18463822,"The Spell of Rosette (Quantum Enchantment, #1)",Kim Falconer,"Falconer, Kim",,,9780732287719,0,3.76,Harper Collins Australia,Paperback,512,2009,2009,,14/01/2017,"to-read, paperback","to-read (#481), paperback (#416)",to-read,,0
3309615,Cast in Fury (Chronicles of Elantra #4),Michelle Sagara,"Sagara, Michelle",,0373802692,9780373802692,0,4.19,Luna,Paperback,416,2008,2008,,18/12/2015,"paperback, to-read","paperback (#270), to-read (#265)",to-read,,0
1961367,"The Other Side Of Dawn (Tomorrow, #7)",John Marsden,"Marsden, John",,0330362135,9780330362139,0,4.22,Pan Macmillan,Paperback,333,2000,1999,,14/01/2017,"to-read, paperback","to-read (#478), paperback (#413)",to-read,,0
2915542,"Cast in Courtlight (Chronicles of Elantra, #2)",Michelle Sagara,"Sagara, Michelle",Michelle Sagara West,037380282X,9780373802821,0,4.11,Luna Books,Paperback,449,2008,2006,,14/01/2017,"to-read, paperback","to-read (#479), paperback (#414)",to-read,,0
9542,"Cast in Shadow (Chronicles of Elantra, #1)",Michelle Sagara,"Sagara, Michelle",Michelle Sagara West,0373802544,9780373802548,0,3.79,Luna,Mass Market Paperback,507,2005,2005,,18/12/2015,"paperback, to-read","paperback (#267), to-read (#262)",to-read,,0
82605,"Darkness, Be My Friend (Tomorrow, #4)",John Marsden,"Marsden, John",,0330360051,9780330360050,0,4.12,Pan,Paperback,274,1997,1996,,14/01/2017,"to-read, paperback","to-read (#475), paperback (#410)",to-read,,0
82609,"Burning For Revenge (The Tomorrow Series, #5)",John Marsden,"Marsden, John",,0330360639,9780330360630,0,4.19,Pan,Paperback,274,1998,1997,,14/01/2017,"to-read, paperback","to-read (#476), paperback (#411)",to-read,,0
1961366,"The Night Is For Hunting (Tomorrow, #6)",John Marsden,"Marsden, John",,0330361368,9780330361361,0,4.16,Pan Macmillan,Paperback,252,1999,1998,,14/01/2017,"to-read, paperback","to-read (#477), paperback (#412)",to-read,,0
1264481,"Tomorrow, When the War Began (Tomorrow, #1)",John Marsden,"Marsden, John",,0330274864,9780330274869,0,4.05,Pan Australia,Paperback,286,1995,1993,,14/01/2017,"to-read, paperback","to-read (#472), paperback (#407)",to-read,,0
82606,"The Dead of the Night (Tomorrow, #2)",John Marsden,"Marsden, John",,033035647X,9780330356473,0,4.14,Pan Macmillan,Paperback,271,1995,1994,,14/01/2017,"to-read, paperback","to-read (#473), paperback (#408)",to-read,,0
71873,"The Third Day, The Frost (Tomorrow, #3)",John Marsden,"Marsden, John",,0330356682,9780330356688,0,4.2,Pan,Paperback,278,1996,1995,,14/01/2017,"to-read, paperback","to-read (#474), paperback (#409)",to-read,,0
954373,"Dragondrums (Pern: Harper Hall, #3)",Anne McCaffrey,"McCaffrey, Anne",,,,0,4.06,Corgi,Paperback,223,1993,1979,,14/01/2017,"to-read, paperback","to-read (#471), paperback (#406)",to-read,,0
7441947,"Buffy the Vampire Slayer, Vol. 1",John Vornholt,"Vornholt, John","Arthur Byron Cover, Alice Henderson, Joss Whedon",0857070606,9780857070609,0,3.62,Simon Pulse,Paperback,678,2010,2010,,14/01/2017,"to-read, paperback","to-read (#470), paperback (#405)",to-read,,0
8543329,"Soul's Reckoning (Broken Well, #3)",Sam Bowring,"Bowring, Sam",,0733624359,9780733624353,0,3.73,Hachette Australia,Paperback,500,2010,2010,,18/12/2015,"to-read, paperback","to-read (#273), paperback (#280)",to-read,,0
12122107,Buffy the Vampire Slayer 2: Halloween Rain; Bad Bargain; Afterimage,Christopher Golden,"Golden, Christopher","Nancy Holder, Joss Whedon",0857070614,9780857070616,0,3.79,Simon & Schuster Children's,Paperback,656,2010,2010,,14/01/2017,"to-read, paperback","to-read (#469), paperback (#404)",to-read,,0
327462,"Power Play (Petaybee, #3)",Anne McCaffrey,"McCaffrey, Anne",Elizabeth Ann Scarborough,0345387813,9780345387813,0,3.9,Del Rey Books,Paperback,352,1996,1992,,14/01/2017,"to-read, paperback","to-read (#468), paperback (#403)",to-read,,0
238959,"Powers That Be (Petaybee, #1)",Anne McCaffrey,"McCaffrey, Anne",Elizabeth Ann Scarborough,0345387791,9780345387790,0,3.87,Del Rey Books,Mass Market Paperback,384,1994,1993,,14/01/2017,"to-read, paperback","to-read (#466), paperback (#401)",to-read,,0
491087,"Power Lines (Petaybee, #2)",Anne McCaffrey,"McCaffrey, Anne",Elizabeth Ann Scarborough,0345387805,9780345387806,0,3.88,Del Rey Books,Paperback,336,1995,1994,,14/01/2017,"to-read, paperback","to-read (#467), paperback (#402)",to-read,,0
6891549,Dragonheart (Dragonriders of Pern),Todd McCaffrey,"McCaffrey, Todd",,0345491157,9780345491152,0,4.15,Del Rey Books,Paperback,522,2009,2008,,14/01/2017,"to-read, paperback","to-read (#465), paperback (#400)",to-read,,0
231013,Dragonsblood,Todd McCaffrey,"McCaffrey, Todd",,0345441257,9780345441256,0,4,Del Rey Books,Paperback,452,2006,2005,,14/01/2017,"to-read, paperback","to-read (#464), paperback (#399)",to-read,,0
410920,Dragon's Kin: Fantasy,Anne McCaffrey,"McCaffrey, Anne",Todd McCaffrey,0552151505,9780552151504,0,3.92,Corgi,Paperback,,2004,2003,,17/12/2015,"paperback, to-read","paperback (#221), to-read (#462)",to-read,,1
4681054,Dragon Harper,Anne McCaffrey,"McCaffrey, Anne",Todd McCaffrey,0552153494,9780552153492,0,4.07,"Corgi, London",Paperback,464,2008,2007,,14/01/2017,"to-read, paperback","to-read (#463), paperback (#398)",to-read,,0
61961,Red Star Rising: More Chronicles Of Pern,Anne McCaffrey,"McCaffrey, Anne",,0552142727,9780552142724,0,4.01,Corgi,Paperback,416,1997,1996,,14/01/2017,"to-read, paperback","to-read (#460), paperback (#396)",to-read,,0
24870,"The Masterharper of Pern (Pern, #15)",Anne McCaffrey,"McCaffrey, Anne",,0552142743,9780552142748,0,4.23,Corgi,,462,1999,1998,,14/01/2017,"to-read, paperback","to-read (#461), paperback (#397)",to-read,,0
96463,"The Chronicles of Pern: First Fall (Pern, #12)",Anne McCaffrey,"McCaffrey, Anne",,0552139130,9780552139137,0,4.04,Corgi,Paperback,288,1994,1993,,14/01/2017,"to-read, paperback","to-read (#459), paperback (#395)",to-read,,0
15230312,"Rapture (Fallen, #4)",Lauren Kate,"Kate, Lauren",,0385618123,9780385618120,0,4.02,Doubleday Childrens,Paperback,464,2012,2012,,14/01/2017,"to-read, paperback","to-read (#458), paperback (#394)",to-read,,0
7796816,"Torment (Fallen, #2)",Lauren Kate,"Kate, Lauren",,0385618093,9780385618090,0,3.88,Doubleday,Paperback,452,2010,2010,,14/01/2017,"to-read, paperback","to-read (#457), paperback (#393)",to-read,,0
7047834,"Need (Need, #1)",Carrie Jones,"Jones, Carrie",,1408807408,9781408807408,0,3.71,Bloomsbury Publishing PLC,Paperback,309,2008,2008,,14/01/2017,"to-read, paperback","to-read (#456), paperback (#391)",to-read,,0
2325825,Inkdeath,Cornelia Funke,"Funke, Cornelia",Anthea Bell,1905294719,9781905294718,0,3.94,Chicken House,Hardcover,699,2007,2007,,14/01/2017,"to-read, hardcover","to-read (#451), hardcover (#28)",to-read,,0
187880,Catch-22,Joseph Heller,"Heller, Joseph",Howard Jacobson,0099470462,9780099470465,0,3.98,Vintage,Paperback,519,2005,1961,,14/01/2017,paperback,paperback (#386),read,,1
