Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Read Count
770565,The One Minute Manager Meets the Monkey,Kenneth H. Blanchard,"Blanchard, Kenneth H.",William Oncken Jr.,0688103804,9780688103804,0,4.04,William Morrow Paperbacks,Paperback,137,1989,1989,,26/08/2019,paperback,paperback (#543),read,,0
61926,"All the Weyrs of Pern (Pern, #11)",Anne McCaffrey,"McCaffrey, Anne",,0345419359,9780345419354,0,4.17,Del Rey,Paperback,404,1997,1991,,26/08/2019,paperback,paperback (#542),read,,0
127586,"The White Dragon (Pern, #3)",Anne McCaffrey,"McCaffrey, Anne",,0345341678,9780345341679,0,4.18,Del Rey/Ballantine Books,Mass Market Paperback,423,1986,1978,,26/08/2019,paperback,paperback (#541),read,,0
28547,"Dragonsinger (Harper Hall, #2)",Anne McCaffrey,"McCaffrey, Anne",,0689860072,9780689860072,0,4.28,Aladdin,Paperback,288,2003,1977,,26/08/2019,paperback,paperback (#540),read,,0
177938,"The Harper Hall of Pern (Pern: Harper Hall, #1-3)",Anne McCaffrey,"McCaffrey, Anne",,0553188445,9780553188448,0,4.44,,Hardcover,500,,1976,,26/08/2019,paperback,paperback (#539),read,,0
28541,"Dragonsong (Harper Hall, #1)",Anne McCaffrey,"McCaffrey, Anne",,141692499X,9781416924999,0,4.25,Aladdin Paperbacks,Paperback,192,2006,1976,,26/08/2019,paperback,paperback (#538),read,,0
127584,"Dragonquest (Pern, #2)",Anne McCaffrey,"McCaffrey, Anne",,,,0,4.1,Del Rey Books,Paperback,350,1986,1971,,26/08/2019,paperback,paperback (#537),read,,0
61975,"Dragonflight (Dragonriders of Pern, #1)",Anne McCaffrey,"McCaffrey, Anne",,0345484266,9780345484260,0,4.1,Del Rey,Paperback,299,2005,1968,,26/08/2019,paperback,paperback (#536),read,,0
18889,"Lady of Avalon (Avalon, #3)",Marion Zimmer Bradley,"Bradley, Marion Zimmer",Diana L. Paxson,0788720392,9780788720390,0,3.9,Recorded Books LLC,Paperback,460,1998,1982,,26/08/2019,paperback,paperback (#535),read,,0
18892,"The Forest House (Avalon, #2)",Marion Zimmer Bradley,"Bradley, Marion Zimmer",Diana L. Paxson,0451454243,9780451454249,0,3.86,Roc,Paperback,462,1995,1993,,26/08/2019,paperback,paperback (#534),read,,0
40605251,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,"Bradley, Marion Zimmer",,,,0,4.12,Ballantine Books,Kindle Edition,912,2001,1982,,26/08/2019,paperback,paperback (#533),read,,0
43919,Faerie Tale,Raymond E. Feist,"Feist, Raymond E.",,0586071393,9780586071397,0,3.87,Voyager,Mass Market Paperback,490,1989,1988,,26/08/2019,paperback,paperback (#532),read,,0
18884,Polgara the Sorceress,David Eddings,"Eddings, David",Leigh Eddings,0345422554,9780345422552,0,4.09,Del Rey Books,Paperback,754,1998,1997,,26/08/2019,paperback,paperback (#531),read,,0
189802,Belgarath the Sorcerer,David Eddings,"Eddings, David",Leigh Eddings,0345403959,9780345403957,0,4.08,Del Rey Books,Paperback,736,1997,1995,,26/08/2019,paperback,paperback (#530),read,,0
44687,"Enchanters' End Game (The Belgariad, #5)",David Eddings,"Eddings, David",,0345300785,9780345300782,0,4.18,Del Rey,Mass Market Paperback,384,1984,1984,,26/08/2019,paperback,paperback (#529),read,,0
645023,"Castle of Wizardry (The Belgariad, #4)",David Eddings,"Eddings, David",,0345335708,9780345335708,0,4.17,Del Rey,Mass Market Paperback,375,1984,1984,,26/08/2019,paperback,paperback (#528),read,,0
44688,"Magician's Gambit (The Belgariad, #3)",David Eddings,"Eddings, David",,0345335457,9780345335456,0,4.14,Del Rey,Mass Market Paperback,305,1983,1983,,26/08/2019,paperback,paperback (#527),read,,0
587582,"Queen of Sorcery (The Belgariad, #2)",David Eddings,"Eddings, David",,0345335651,9780345335654,0,4.14,Del Rey,Mass Market Paperback,326,1982,1982,,26/08/2019,paperback,paperback (#526),read,,0
44659,"Pawn of Prophecy (The Belgariad, #1)",David Eddings,"Eddings, David",,0345468643,9780345468642,0,4.16,Del Rey,Paperback,304,2004,1982,,26/08/2019,paperback,paperback (#525),read,,0
10596,The Regulators,Richard Bachman,"Bachman, Richard",Stephen King,0451191013,9780451191014,0,3.7,Signet,Mass Market Paperback,512,1997,1997,,26/08/2019,paperback,paperback (#524),read,,0
17660,The Tommyknockers,Stephen King,"King, Stephen",,,,0,3.52,Signet,Mass Market Paperback,747,1993,1987,,26/08/2019,paperback,paperback (#523),read,,0
10605,Thinner,Richard Bachman,"Bachman, Richard",Stephen King,0451190750,9780451190758,0,3.7,Signet,Mass Market Paperback,320,1996,1984,,26/08/2019,paperback,paperback (#522),read,,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,0060929871,9780060929879,0,3.98,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,,26/08/2019,paperback,paperback (#521),read,,0
18512,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,0345339738,9780345339737,0,4.52,Del Rey,Mass Market Paperback,490,2003,1955,,26/08/2019,paperback,paperback (#520),read,,0
15241,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",Peter S. Beagle,0618346260,9780618346264,0,4.44,Houghton Mifflin,Paperback,322,2003,1954,,26/08/2019,paperback,paperback (#519),read,,0
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,0618346252,9780618346257,0,4.35,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,26/08/2019,paperback,paperback (#518),read,,0
5907,The Hobbit or There and Back Again,J.R.R. Tolkien,"Tolkien, J.R.R.",,0618260307,9780618260300,0,4.27,Houghton Mifflin,Paperback,366,2002,1937,,26/08/2019,paperback,paperback (#517),read,,0
18342283,"Command Authority (Jack Ryan, #9)",Tom Clancy,"Clancy, Tom",Mark Greaney,0399160477,9780399160479,0,4.1,G.P. Putnam's Sons,Hardcover,740,2013,2013,,26/08/2019,paperback,paperback (#516),read,,0
19675,"Executive Orders (Jack Ryan, #8)",Tom Clancy,"Clancy, Tom",,0006479758,9780006479758,0,4.06,HarperCollins,Paperback,1273,1998,1996,,26/08/2019,paperback,paperback (#515),read,,0
19670,"Debt of Honor (Jack Ryan, #7)",Tom Clancy,"Clancy, Tom",,0425147584,9780425147580,0,4.05,Berkley Books,Paperback,990,1995,1994,,26/08/2019,paperback,paperback (#514),read,,0
34993,"The Sum of All Fears (Jack Ryan, #6)",Tom Clancy,"Clancy, Tom",,0425184226,9780425184226,0,4.01,Berkley,Paperback,928,2002,1991,,26/08/2019,paperback,paperback (#513),read,,0
32669,"Clear and Present Danger (Jack Ryan, #5)",Tom Clancy,"Clancy, Tom",,0425144372,9780425144374,0,4.1,Berkley Pub Group,Mass Market Paperback,688,1994,1989,,26/08/2019,paperback,paperback (#512),read,,0
382549,"The Cardinal of the Kremlin (Jack Ryan, #4)",Tom Clancy,"Clancy, Tom",,0425116840,9780425116845,0,4.03,Berkley Publishing Group,Mass Market Paperback,547,1989,1988,,26/08/2019,paperback,paperback (#511),read,,0
19691,"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,"Clancy, Tom",,0425172902,9780425172902,0,4.06,Berkley Trade,Paperback,432,1999,1984,,26/08/2019,paperback,paperback (#510),read,,0
19707,"Red Rabbit (Jack Ryan, #2)",Tom Clancy,"Clancy, Tom",,0399148701,9780399148705,0,3.67,G.P. Putnam's Sons,Hardcover,640,2002,2002,,26/08/2019,paperback,paperback (#509),read,,0
32682,"Patriot Games (Jack Ryan, #1)",Tom Clancy,"Clancy, Tom",,0425134350,9780425134351,0,4.13,Berkley,Paperback,503,1992,1987,,26/08/2019,paperback,paperback (#508),read,,0
1855153,The Harp in the South,Ruth Park,"Park, Ruth",,0140008535,9780140008531,0,4,Penguin,Paperback,251,1951,1948,,26/08/2019,paperback,paperback (#507),read,,0
395868,Playing Beatie Bow,Ruth Park,"Park, Ruth",,1903015111,9781903015117,0,3.96,Barn Owl Books,Paperback,188,2001,1980,,26/08/2019,paperback,paperback (#506),read,,0
35231,"Lord of Chaos (Wheel of Time, #6)",Robert Jordan,"Jordan, Robert",,0812513754,9780812513752,0,4.12,Tor Books,Mass Market Paperback,1011,1995,1994,,26/08/2019,paperback,paperback (#505),read,,0
13895,"The Fires of Heaven (Wheel of Time, #5)",Robert Jordan,"Jordan, Robert",,1857232097,9781857232097,0,4.15,Orbit,Paperback,912,1994,1993,,26/08/2019,paperback,paperback (#504),read,,0
9539,"The Shadow Rising (The Wheel of Time, #4)",Robert Jordan,"Jordan, Robert",,0812513738,9780812513738,0,4.23,Tom Doherty Tor Fantasy,Mass Market Paperback,1007,1993,1992,,26/08/2019,paperback,paperback (#503),read,,0
34897,"The Dragon Reborn (Wheel of Time, #3)",Robert Jordan,"Jordan, Robert",,0765305119,9780765305114,0,4.25,Tor Books,Mass Market Paperback,624,2002,1991,,26/08/2019,paperback,paperback (#502),read,,0
233649,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert",,0812517725,9780812517729,0,4.23,Tor Books,Mass Market Paperback,705,1991,1990,,26/08/2019,paperback,paperback (#501),read,,0
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,0812511816,9780812511819,0,4.19,Tor Books,Mass Market Paperback,814,1990,1990,,26/08/2019,paperback,paperback (#500),read,,0
8834,This Other Eden,Ben Elton,"Elton, Ben",,055277183X,9780552771832,0,3.73,Black Swan,Paperback,400,2003,1993,,26/08/2019,paperback,paperback (#499),read,,0
242241,Chart Throb,Ben Elton,"Elton, Ben",,059305749X,9780593057490,0,3.53,Bantam Press,Hardcover,384,2007,2006,,26/08/2019,paperback,paperback (#498),read,,0
242252,Gridlock,Ben Elton,"Elton, Ben",,0552154490,9780552154499,0,3.56,Black Swan,Paperback,448,2006,1991,,26/08/2019,paperback,paperback (#497),read,,0
8829,Past Mortem,Ben Elton,"Elton, Ben",,0552771236,9780552771238,0,3.74,Black Swan,Paperback,460,2005,2004,,26/08/2019,paperback,paperback (#496),read,,0
242242,Stark,Ben Elton,"Elton, Ben",,0552154482,9780552154482,0,3.68,Black Swan,Paperback,496,2006,1989,,26/08/2019,paperback,paperback (#495),read,,0
8828,High Society,Ben Elton,"Elton, Ben",,0552999954,9780552999953,0,3.78,Black Swan,Paperback,380,2003,2002,,26/08/2019,paperback,paperback (#494),read,,0
8826,Dead Famous,Ben Elton,"Elton, Ben",,0552999458,9780552999458,0,3.64,Black Swan,Paperback,382,2002,2001,,26/08/2019,paperback,paperback (#493),read,,0
44937108,"The Culling Trials 3 (Shadowspell Academy, #3)",K.F. Breene,"Breene, K.F.",Shannon Mayer,,,0,4.44,Hijinks Ink Publishing,Kindle Edition,186,2019,2019,,26/08/2019,"to-read, ebook","to-read (#544), ebook (#417)",to-read,,0
44782214,"The Culling Trials  (Shadowspell Academy, #2)",K.F. Breene,"Breene, K.F.",Shannon Mayer,,,0,4.36,Hijinks Ink Publishing,Kindle Edition,242,2019,2019,,26/08/2019,"to-read, ebook","to-read (#543), ebook (#416)",to-read,,0
44440262,"The Culling Trials (Shadowspell Academy, #1)",K.F. Breene,"Breene, K.F.",Shannon Mayer,,,0,3.99,Hijinks Ink Publishing,Kindle Edition,238,2019,2019,,26/08/2019,"to-read, ebook","to-read (#542), ebook (#415)",to-read,,0
19775731,"Mythos Academy Bundle: First Frost, Touch of Frost, Kiss of Frost & Dark Frost (The Mythos Academy)",Jennifer Estep,"Estep, Jennifer",,,,0,4.2,Kensington,Kindle Edition,769,2012,2012,,26/08/2019,"to-read, ebook","to-read (#541), ebook (#414)",to-read,,0
35231859,Make Your Bed: Small things that can change your life... and maybe the world,William H. McRaven,"McRaven, William H.",,,,0,3.96,Penguin,Kindle Edition,144,2017,2017,,26/08/2019,"to-read, ebook","to-read (#540), ebook (#413)",to-read,,0
25388199,Rising Strong,Brené Brown,"Brown, Brené",,,,0,4.24,Ebury Digital,Kindle Edition,336,2015,2015,,26/08/2019,"to-read, ebook","to-read (#539), ebook (#412)",to-read,,0
36240582,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferris,"Ferris, Timothy",,,,0,4.17,Ebury Digital,Kindle Edition,608,2017,2017,,26/08/2019,"to-read, ebook","to-read (#538), ebook (#411)",to-read,,0
47170450,"The Lies of Locke Lamora: The Gentleman Bastard Sequence, Book One (Gentleman Bastards 1)",Scott Lynch,"Lynch, Scott",,,,0,4.44,Gollancz,Kindle Edition,548,2008,,,26/08/2019,"ebook, to-read","ebook (#410), to-read (#537)",to-read,,0
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,0060557818,9780060557812,0,4.17,William Morrow Paperbacks,Paperback,370,2003,1996,,26/08/2019,paperback,paperback (#492),read,,0
14498,Neil Gaiman's Neverwhere,Mike Carey,"Carey, Mike","Glenn Fabry, Neil Gaiman",1401210074,9781401210076,0,4.23,Vertigo,Paperback,224,2007,,,26/08/2019,paperback,paperback (#491),read,,0
359,"The Salmon of Doubt (Dirk Gently, #3)",Douglas Adams,"Adams, Douglas",,0345455290,9780345455291,0,3.92,Del Rey,Mass Market Paperback,298,2005,2002,,26/08/2019,paperback,paperback (#490),read,,0
357,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",Douglas Adams,"Adams, Douglas",,0671742515,9780671742515,0,4.06,Pocket Books,Mass Market Paperback,307,1991,1988,,26/08/2019,paperback,paperback (#489),read,,0
569429,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,"Adams, Douglas",,0345379330,9780345379337,0,3.97,Del Rey,Paperback,288,1993,1992,,26/08/2019,paperback,paperback (#488),read,,0
365,"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",Douglas Adams,"Adams, Douglas",,,,0,3.98,Pocket Books,Mass Market Paperback,306,2002,1987,,26/08/2019,paperback,paperback (#487),read,,0
6091075,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,"Adams, Douglas",,,,0,4.09,Del Rey,Kindle Edition,225,2008,1984,,26/08/2019,paperback,paperback (#486),read,,0
8694,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,0345418905,9780345418906,0,4.2,Del Rey,Paperback,224,2005,1982,,26/08/2019,paperback,paperback (#485),read,,0
8695,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,,,0,4.22,Del Rey,Paperback,250,2005,1980,,26/08/2019,paperback,paperback (#484),read,,0
386162,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,0345418913,9780345418913,0,4.22,Del Rey,Paperback,193,2007,1979,,26/08/2019,paperback,paperback (#483),read,,0
11566,The Green Mile,Stephen King,"King, Stephen",,0451933028,9780451933027,0,4.44,Penguin Signet,Paperback,592,1996,1996,,26/08/2019,paperback,paperback (#482),read,,0
9364112,How to Make Gravy,Paul  Kelly,"Kelly, Paul",,1926428226,9781926428222,0,4.28,Penguin Books Australia,Hardcover,576,2010,2010,,26/08/2019,hardcover,hardcover (#31),read,,0
1036706,"Up the Faraway Tree (The Faraway Tree, #4)",Enid Blyton,"Blyton, Enid",,0600205215,9780600205210,0,4.23,Beaver Books,Paperback,95,1996,1985,,26/08/2019,paperback,paperback (#481),read,,0
473623,"The Folk of the Faraway Tree (The Faraway Tree, #3)",Enid Blyton,"Blyton, Enid",,0749732105,9780749732103,0,4.33,Egmont,Paperback,185,1997,1946,,26/08/2019,paperback,paperback (#480),read,,0
74998,"The Magic Faraway Tree (The Faraway Tree, #2)",Enid Blyton,"Blyton, Enid",,074974801X,9780749748012,0,4.29,Egmont,Paperback,177,2002,1943,,26/08/2019,paperback,paperback (#479),read,,0
17491,"The Enchanted Wood (The Faraway Tree, #1)",Enid Blyton,"Blyton, Enid",,0749748001,9780749748005,0,4.25,Egmont Books Ltd,Paperback,213,2002,1936,,26/08/2019,paperback,paperback (#478),read,,0
11313,Silver on the Tree,Susan Cooper,"Cooper, Susan",,0689840330,9780689840333,0,4.15,Margaret K. McElderry Books,Paperback,274,2000,1977,,26/08/2019,paperback,paperback (#477),read,,0
222576,The Grey King,Susan Cooper,"Cooper, Susan",,1416949674,9781416949671,0,4.18,Margaret K. McElderry Books,Paperback,165,2007,1975,,26/08/2019,paperback,paperback (#476),read,,0
24963,Greenwitch,Susan Cooper,"Cooper, Susan",,0689840349,9780689840340,0,4.01,Margaret K. McElderry Books,Paperback,147,1997,1974,,26/08/2019,paperback,paperback (#475),read,,0
210329,The Dark Is Rising,Susan Cooper,"Cooper, Susan",,1416949658,9781416949657,0,4.07,Margaret K. McElderry ,Paperback,272,2007,1973,,26/08/2019,paperback,paperback (#474),read,,0
11312,"Over Sea, Under Stone",Susan Cooper,"Cooper, Susan",,068987121X,9780689871214,0,3.86,Aladdin Paperbacks,Paperback,196,2004,1965,,26/08/2019,paperback,paperback (#473),read,,0
39309734,"Record of a Spaceborn Few (Wayfarers, #3)",Becky Chambers,"Chambers, Becky",,1473647649,9781473647640,4,4.14,Hodder & Stoughton,Paperback,358,2019,2018,25/08/2019,15/06/2019,paperback,paperback (#470),read,,1
47173158,The Annie Graceland Cozy Mystery Set: Books 1 - 4,Pamela DuMond,"DuMond, Pamela",,,,0,3.86,Pamela DuMond Media,Kindle Edition,772,2014,2014,,26/12/2014,"ebook, currently-reading","ebook (#103), currently-reading (#3)",currently-reading,,0
18634109,Oz: The Complete Collection,L. Frank Baum,"Baum, L. Frank",W.W. Denslow,,,0,4.18,Maplewood Books,Kindle Edition,1796,2014,1900,,19/08/2014,"to-read, ebook","to-read (#55), ebook (#52)",to-read,,0
42643896,"Heroes: Mortals and Monsters, Quests and Adventures",Stephen Fry,"Fry, Stephen",,1405940360,9781405940368,5,4.35,Penguin,Paperback,476,2019,2018,12/08/2019,27/07/2019,paperback,paperback (#472),read,,1
43603472,Calm the F**k Down (A No F*cks Given Guide),Sarah Knight (author),"(author), Sarah Knight",,1787476200,9781787476202,5,3.81,Quercus Publishing,Paperback,,2018,,27/07/2019,27/07/2019,paperback,paperback (#471),read,,1
61666,Contact,Carl Sagan,"Sagan, Carl",,2266079999,9782266079990,4,4.13,Pocket,Mass Market Paperback,580,1997,1985,13/07/2019,20/06/2019,ebook,ebook (#409),read,,1
25115882,Blood Sisters: Vampire Stories By Women,Paula Guran,"Guran, Paula",,,,0,3.54,Night Shade Books,Kindle Edition,480,2015,2015,,24/05/2016,"ebook, currently-reading","ebook (#290), currently-reading (#2)",currently-reading,,1
18006972,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,,,4,4.06,Penguin ,Kindle Edition,325,2012,2012,20/06/2019,19/08/2014,ebook,ebook (#19),read,,1
30965619,"A Closed and Common Orbit (Wayfarers, #2)",Becky Chambers,"Chambers, Becky",,147362147X,9781473621473,4,4.36,Hodder & Stoughton,Paperback,364,2017,2016,15/06/2019,15/06/2019,paperback,paperback (#469),read,,1
25786523,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky Chambers,"Chambers, Becky",,1473619807,9781473619807,4,4.17,Hodder & Stoughton,Paperback,404,2015,2014,25/05/2019,25/05/2019,paperback,paperback (#468),read,,1
41445323,You Do You: How to Be Who You Are and Use What You've Got to Get What You Want,Sarah Knight,"Knight, Sarah",,,,0,3.66,Quercus,Paperback,299,2017,2017,,8/04/2019,"paperback, to-read","paperback (#465), to-read (#536)",to-read,,0
32560587,High Heat (Castle),Richard Castle,"Castle, Richard",,,,4,3.88,Titan Books,Kindle Edition,304,2016,2016,11/05/2019,26/04/2019,,,read,,1
35239798,The Courage to be Disliked,Ichiro Kishimi,"Kishimi, Ichiro",Fumitake Koga,1760630497,9781760630492,5,4.14,Allen & Unwin,Paperback,288,2017,2013,30/04/2019,24/04/2019,paperback,paperback (#467),read,,1
34864998,"Heat Storm (Nikki Heat, #9)",Richard Castle,"Castle, Richard",,,,0,3.91,Titan Books,Kindle Edition,320,2017,2017,25/04/2019,18/04/2019,,,read,,1
42781019,Marvel's Avengers: Endgame Prelude,Will Corona Pilgrim,"Pilgrim, Will Corona","Paco Díaz, Dono Sánchez-Almara",1302914952,9781302914950,3,3.57,Marvel,Paperback,136,2019,,20/04/2019,20/04/2019,"graphic-novels, paperback","graphic-novels (#99), paperback (#466)",read,,1
23362679,Gamers Series Complete Box Set,Thomas K. Carpenter,"Carpenter, Thomas K.",,,,4,3.6,Black Moon Books,Kindle Edition,510,2013,2013,15/04/2019,12/03/2016,ebook,ebook (#240),read,,1
38337005,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,"Morgan, Richard K.",,1473223679,9781473223677,4,4.06,Gollancz,Paperback,471,2018,2002,5/04/2019,15/03/2019,paperback,paperback (#464),read,,1
13248445,"Frags (Gamers, #2)",Thomas K. Carpenter,"Carpenter, Thomas K.",,1467974617,9781467974615,4,3.94,Createspace Independent Publishing Platform,Paperback,334,2011,2011,31/03/2019,31/03/2019,"borrowed, ebook","borrowed (#29), ebook (#408)",read,,1
30079433,Grit: Why passion and resilience are the secrets to success,Angela Duckworth,"Duckworth, Angela",,1785040200,9781785040207,4,4.07,Vermilion,Paperback,277,2017,2016,17/03/2019,10/02/2019,paperback,paperback (#463),read,,1
12148444,"Gamers (Gamers, #1)",Thomas K. Carpenter,"Carpenter, Thomas K.",,1461174716,9781461174714,0,3.4,Createspace Independent Publishing Platform,Paperback,324,2011,2011,,15/03/2019,borrowed,borrowed (#28),read,,1
22611099,Ruby & Rose,C.J. Lever,"Lever, C.J.",,,9781311673558,5,5,Smashwords Edition,ebook,,2014,2014,7/03/2019,6/03/2019,ebook,ebook (#407),read,"There’s a lot to love about this book.<br/>I thoroughly enjoyed the characters, the weaving of the plot, and the world creation that’s gone to making the Seven Lands a complete and complex world to inhabit for a while.<br/><br/>I’d love a map of the world, and I hope that this will be included in future books in the series.&#x1f600;<br/><br/>I do like the play on the evil and good twins which has been included:<br/>“Does that make me evil and <twin 2> good, <travel companion>?”<br/>“No <twin 1>. What each of you do with the situations you find yourselves in will decide whether you are good or evil.”<br/><br/>I also love the thoughts of one of the characters when it comes to a hearty breakfast:<br/>“but some days a grown man just needed bacon, fatty sausages, eggs, fried potatoes and thick slabs of toasted bread topped with even thicker slabs of butter. Today was one of those days.”<br/>Today is often one of those bacon days for me, and any author who is willing to back me on that is one I’m happy to support! (I wonder if it was her husband who planted that thought??)",1
43131073,Justice League Odyssey (2018-) #4,Joshua Williamson,"Williamson, Joshua","Stjepan Šejić, Jeromy Cox, Phil Briones",,,4,3.34,DC,Kindle Edition,29,2019,,9/02/2019,9/02/2019,"graphic-novels, paperback","graphic-novels (#98), paperback (#462)",read,,1
42671213,Justice League Odyssey (2018-) #3,Joshua Williamson,"Williamson, Joshua","Stjepan Šejić, Jeromy Cox, Phil Briones",,,4,3.48,DC,Kindle Edition,25,2018,,9/02/2019,9/02/2019,"graphic-novels, paperback","graphic-novels (#97), paperback (#461)",read,,1
42382053,Justice League Odyssey (2018-) #2,Joshua Williamson,"Williamson, Joshua",Stjepan Šejić,,,4,3.69,DC,Kindle Edition,25,2018,,9/02/2019,9/02/2019,"graphic-novels, paperback","graphic-novels (#96), paperback (#460)",read,,1
40520964,Justice League Odyssey (2018-) #1,Joshua Williamson,"Williamson, Joshua",Stjepan Šejić,,,4,3.82,DC,Kindle Edition,,2018,,9/02/2019,9/02/2019,"graphic-novels, paperback","graphic-novels (#95), paperback (#459)",read,,1
43612185,The Life of Captain Marvel (2018),Margaret Stohl,"Stohl, Margaret","Carlos Pacheco, Marguerite Sauvage",1302912534,9781302912536,5,3.72,Marvel,Paperback,120,2019,2019,9/02/2019,9/02/2019,"graphic-novels, paperback","graphic-novels (#94), paperback (#458)",read,,1
43440460,Infinity Wars: Infinity (2018) #1,Gerry Duggan,"Duggan, Gerry","Mark Bagley, Mike Deodato",,,4,2.97,Marvel,Kindle Edition,24,2019,,9/02/2019,9/02/2019,"graphic-novels, paperback","graphic-novels (#93), paperback (#457)",read,,1
43518739,Captain Marvel (2019-) #1,Kelly Thompson,"Thompson, Kelly","Carmen Carnero, Amanda Conner, Paul Mounts",,,4,4.13,Marvel,Kindle Edition,33,2019,,9/02/2019,9/02/2019,"graphic-novels, paperback","graphic-novels (#92), paperback (#456)",read,,1
43587824,Ironheart (2018-) #2,Eve L. Ewing,"Ewing, Eve L.","Luciano Vecchio, Amy Reeder",,,4,4.36,Marvel,Kindle Edition,24,2019,,8/02/2019,8/02/2019,"graphic-novels, paperback","graphic-novels (#91), paperback (#455)",read,,1
43735681,Maze Witch (Questing Witch #3),Shannon Mayer,"Mayer, Shannon",,,,0,4.58,Hijinks Ink Publishing,Kindle Edition,,2019,2019,8/02/2019,2/02/2019,,,read,,1
35450250,Underwater Photography Masterclass,Alex Mustard,"Mustard, Alex",,,,5,4.83,Ammonite Press,Kindle Edition,193,2017,,2/02/2019,16/05/2018,to-get,to-get (#10),read,,1
29775981,Six Thinking Hats,Edward de Bono,"Bono, Edward de",,0241257530,9780241257531,4,3.76,Penguin,Paperback,192,2016,1981,2/02/2019,20/01/2019,paperback,paperback (#454),read,,1
31111313,"Runaways, Vol. 1: Pride & Joy",Brian K. Vaughan,"Vaughan, Brian K.",Adrian Alphona,130290499X,9781302904999,5,3.97,Marvel,Paperback,152,2016,2006,18/01/2019,18/01/2019,"graphic-novels, paperback","graphic-novels (#90), paperback (#453)",read,,1
42283967,Dragon Age: Deception #2,Christina Weir,"Weir, Christina","Nunzio DeFilippis, Fernando Furukawa, Michael Atiyeh, Sachin Teng",,,4,3.86,Dark Horse,Kindle Edition,28,2018,2018,18/01/2019,18/01/2019,"graphic-novels, paperback","graphic-novels (#89), paperback (#452)",read,,1
41028078,Dragon Age: Deception #1,Nunzio DeFilippis,"DeFilippis, Nunzio","Christina Weir, Fernando Heinz Furukawa.",,,4,3.62,Dark Horse Comics,Hardcover,,2018,2018,18/01/2019,18/01/2019,"graphic-novels, paperback","graphic-novels (#88), paperback (#451)",read,,1
42972091,Ironheart (2018-) #1,Eve L. Ewing,"Ewing, Eve L.","Kevin Libranda, Amy Reeder",,,4,4.34,Marvel,Kindle Edition,33,2018,,18/01/2019,18/01/2019,"graphic-novels, paperback","graphic-novels (#87), paperback (#450)",read,,1
31127058,"Liam (The Rylee Adamson Epilogues, #2)",Shannon Mayer,"Mayer, Shannon",,,,0,4.47,Hijinks Ink Publishing,Kindle Edition,158,2016,2016,18/01/2019,17/01/2017,ebook,ebook (#343),read,,1
25861686,Black Widow: The Itsy-Bitsy Spider,Devin Grayson,"Grayson, Devin","Greg Rucka, J.G. Jones, Scott Hampton",0785196021,9780785196020,0,3.58,Marvel,Paperback,152,2016,2001,,14/04/2017,"to-read, graphic-novels, paperback","to-read (#509), graphic-novels (#77), paperback (#436)",to-read,,0
30192397,"Rylee (The Rylee Adamson Epilogues, #1)",Shannon Mayer,"Mayer, Shannon",,,,0,4.45,Hijinks Ink Publishing,Kindle Edition,222,2016,2016,12/01/2019,24/05/2016,ebook,ebook (#295),read,,1
17745735,"Doon (Doon, #1)",Carey Corp,"Corp, Carey",,,,0,3.91,Blink,Kindle Edition,416,2013,2013,,26/12/2014,"ebook, to-read","ebook (#100), to-read (#535)",to-read,,0
